               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  69,            0.029832,           0.0090021,           0.0081315,             0.93658,             0.86125,             0.90017,             0.64177,            0.023642,           0.0051359,           0.0057371,            0.006634,            0.006634,            0.006634
                  70,            0.029543,           0.0087745,           0.0079723,             0.92581,             0.86187,             0.89891,             0.64271,            0.023568,           0.0051112,           0.0057814,           0.0065845,           0.0065845,           0.0065845
                  71,            0.029512,           0.0090191,           0.0079978,             0.93126,             0.85645,             0.89999,             0.64233,            0.023588,           0.0051314,           0.0056872,            0.006535,            0.006535,            0.006535
                  72,            0.029797,           0.0089889,           0.0080239,             0.93892,             0.83639,             0.89904,             0.65053,            0.023569,           0.0051107,            0.005836,           0.0064855,           0.0064855,           0.0064855
                  73,            0.029488,           0.0089651,           0.0077095,             0.92601,             0.85426,             0.90296,             0.65288,            0.023457,           0.0050972,           0.0056733,            0.006436,            0.006436,            0.006436
                  74,            0.029172,           0.0090121,           0.0075144,             0.92996,             0.85413,             0.90257,             0.65094,            0.023375,            0.005077,           0.0054818,           0.0063865,           0.0063865,           0.0063865
                  75,            0.029215,           0.0088988,            0.007896,             0.94157,             0.84886,             0.90209,             0.65508,            0.023314,           0.0050778,           0.0053441,            0.006337,            0.006337,            0.006337
                  76,            0.029376,            0.008869,            0.007939,             0.94053,             0.85025,              0.9031,             0.65648,            0.023289,           0.0050739,           0.0052695,           0.0062875,           0.0062875,           0.0062875
                  77,            0.029307,           0.0089831,           0.0078357,             0.93941,             0.84882,             0.90466,              0.6526,            0.023234,           0.0050711,           0.0052557,            0.006238,            0.006238,            0.006238
                  78,            0.029128,           0.0087625,           0.0078374,             0.94338,             0.85123,             0.90366,             0.65453,            0.023293,            0.005073,           0.0053217,           0.0061885,           0.0061885,           0.0061885
                  79,             0.02945,           0.0089844,           0.0077098,             0.93731,             0.84821,              0.9009,             0.65442,            0.023215,           0.0050812,           0.0054411,            0.006139,            0.006139,            0.006139
                  80,            0.029055,           0.0087355,           0.0077436,             0.93582,             0.84518,             0.89997,             0.65059,            0.023258,           0.0050866,           0.0053392,           0.0060895,           0.0060895,           0.0060895
                  81,            0.029008,           0.0089871,           0.0076059,             0.93321,             0.85342,             0.90022,             0.65202,            0.023272,           0.0050786,           0.0053013,             0.00604,             0.00604,             0.00604
                  82,            0.028917,           0.0088406,           0.0072418,                0.94,             0.85049,             0.90189,             0.65378,             0.02325,           0.0050603,           0.0052141,           0.0059905,           0.0059905,           0.0059905
                  83,            0.029139,           0.0089339,           0.0073801,             0.93823,             0.85462,             0.90097,             0.65703,            0.023188,           0.0050554,           0.0052256,            0.005941,            0.005941,            0.005941
                  84,            0.029063,           0.0086956,           0.0074339,             0.94024,             0.85434,             0.90041,             0.65838,            0.023129,           0.0050515,           0.0052125,           0.0058915,           0.0058915,           0.0058915
                  85,            0.028928,           0.0087481,           0.0073018,              0.9435,             0.85653,             0.90219,              0.6565,            0.023136,           0.0050431,           0.0051234,            0.005842,            0.005842,            0.005842
                  86,            0.028882,            0.008749,           0.0073356,             0.94234,             0.85878,             0.90165,              0.6615,            0.023079,           0.0050486,            0.005151,           0.0057925,           0.0057925,           0.0057925
                  87,            0.028501,           0.0086522,           0.0071611,             0.94415,             0.85728,              0.9023,             0.66109,             0.02306,           0.0050352,            0.005167,            0.005743,            0.005743,            0.005743
                  88,            0.028614,            0.008728,           0.0070606,             0.94055,              0.8592,             0.90225,             0.65969,            0.023036,           0.0050282,           0.0051751,           0.0056935,           0.0056935,           0.0056935
                  89,            0.028685,           0.0088624,           0.0072055,             0.93832,             0.86152,             0.90211,             0.65865,            0.022971,           0.0050173,           0.0051802,            0.005644,            0.005644,            0.005644
