               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  58,            0.023548,            0.006602,           0.0039438,              0.9681,             0.92524,             0.95267,             0.75299,            0.018002,           0.0039811,           0.0019804,           0.0071785,           0.0071785,           0.0071785
                  59,            0.023277,           0.0064828,           0.0036986,             0.96821,             0.93218,             0.95468,             0.75397,            0.017834,            0.003955,           0.0019074,            0.007129,            0.007129,            0.007129
                  60,            0.023257,           0.0064869,           0.0037117,             0.95814,             0.92992,             0.95472,             0.75733,            0.017749,           0.0039492,           0.0018183,           0.0070795,           0.0070795,           0.0070795
                  61,            0.022958,           0.0063885,           0.0036743,             0.96358,             0.91917,              0.9518,             0.75083,            0.017765,           0.0039701,           0.0018544,             0.00703,             0.00703,             0.00703
                  62,            0.023139,           0.0064632,           0.0036023,             0.96174,             0.92087,             0.95411,             0.76376,            0.017625,           0.0039605,            0.002044,           0.0069805,           0.0069805,           0.0069805
                  63,            0.022889,           0.0063413,            0.003493,             0.96989,             0.92588,             0.94968,              0.7635,            0.017404,           0.0039174,           0.0020694,            0.006931,            0.006931,            0.006931
                  64,            0.022609,           0.0062455,           0.0036086,             0.96629,             0.92583,             0.95305,             0.75976,            0.017414,            0.003901,           0.0021578,           0.0068815,           0.0068815,           0.0068815
                  65,            0.022621,           0.0062476,           0.0037271,             0.96773,             0.92878,              0.9479,             0.75813,            0.017357,           0.0038706,           0.0018966,            0.006832,            0.006832,            0.006832
                  66,            0.022832,           0.0063599,           0.0036538,             0.97133,             0.92562,             0.94823,             0.75461,            0.017263,           0.0038651,           0.0017783,           0.0067825,           0.0067825,           0.0067825
                  67,            0.022262,           0.0062196,           0.0032714,             0.97072,             0.91538,              0.9479,             0.75501,            0.017268,           0.0038475,           0.0017347,            0.006733,            0.006733,            0.006733
                  68,            0.022172,           0.0063116,            0.003597,             0.96581,             0.93052,             0.95232,             0.75826,            0.017017,           0.0038169,           0.0019568,           0.0066835,           0.0066835,           0.0066835
                  69,            0.022483,           0.0063377,           0.0035976,             0.96466,             0.92826,             0.94758,             0.75609,            0.016997,           0.0037908,           0.0019031,            0.006634,            0.006634,            0.006634
                  70,            0.022402,           0.0061477,            0.003373,             0.96694,             0.92858,              0.9494,             0.75516,             0.01693,           0.0037892,           0.0018937,           0.0065845,           0.0065845,           0.0065845
                  71,            0.022314,           0.0063048,           0.0033562,             0.96452,               0.932,             0.95005,             0.76285,            0.016833,           0.0038043,           0.0016775,            0.006535,            0.006535,            0.006535
                  72,             0.02233,           0.0063335,           0.0033507,             0.96656,             0.92756,             0.95075,             0.76654,            0.016818,           0.0038091,           0.0015948,           0.0064855,           0.0064855,           0.0064855
                  73,            0.022047,           0.0062872,           0.0034082,             0.96691,             0.93314,             0.96038,             0.76653,            0.016752,           0.0037849,           0.0015638,            0.006436,            0.006436,            0.006436
                  74,            0.021631,           0.0062944,           0.0032802,             0.96965,             0.93318,             0.96039,             0.76484,            0.016662,           0.0037488,           0.0015489,           0.0063865,           0.0063865,           0.0063865
                  75,            0.021808,           0.0061515,           0.0030903,             0.97125,             0.93869,             0.96359,             0.77714,             0.01652,           0.0037203,           0.0015513,            0.006337,            0.006337,            0.006337
                  76,            0.021686,           0.0061158,           0.0033037,             0.97021,             0.93445,             0.96013,             0.77271,            0.016477,           0.0037171,           0.0015511,           0.0062875,           0.0062875,           0.0062875
                  77,            0.021873,           0.0062231,           0.0034387,             0.97176,             0.93855,             0.96171,              0.7702,            0.016501,            0.003725,           0.0015946,            0.006238,            0.006238,            0.006238
                  78,            0.021501,           0.0060409,           0.0033551,             0.96784,              0.9353,             0.95787,             0.76977,             0.01646,           0.0037477,           0.0016101,           0.0061885,           0.0061885,           0.0061885
                  79,            0.021728,           0.0061353,           0.0031948,             0.96578,             0.93253,             0.95722,             0.76825,            0.016355,           0.0037431,           0.0016399,            0.006139,            0.006139,            0.006139
                  80,            0.021425,           0.0060253,            0.003184,             0.96968,             0.93259,             0.95758,             0.77604,            0.016301,           0.0037347,           0.0015985,           0.0060895,           0.0060895,           0.0060895
                  81,             0.02123,           0.0062297,             0.00335,             0.97191,             0.93603,             0.95282,             0.77042,            0.016266,           0.0037137,           0.0015109,             0.00604,             0.00604,             0.00604
                  82,            0.021124,           0.0060367,           0.0030651,             0.96849,             0.93408,             0.95443,             0.77265,            0.016235,           0.0036894,            0.001468,           0.0059905,           0.0059905,           0.0059905
                  83,            0.021045,           0.0060332,           0.0030649,             0.96932,             0.93272,             0.95624,             0.77334,             0.01621,           0.0036838,           0.0014792,            0.005941,            0.005941,            0.005941
                  84,             0.02098,           0.0058922,           0.0030082,             0.97474,             0.92653,             0.96072,             0.77607,            0.016144,           0.0036813,           0.0014842,           0.0058915,           0.0058915,           0.0058915
                  85,            0.020928,           0.0059394,            0.003011,             0.97236,             0.92632,             0.95855,             0.77276,             0.01614,           0.0036762,           0.0015162,            0.005842,            0.005842,            0.005842
                  86,            0.020934,           0.0059298,           0.0030251,             0.97143,             0.93156,             0.95628,             0.77652,            0.016103,           0.0036794,           0.0015397,           0.0057925,           0.0057925,           0.0057925
                  87,            0.020725,           0.0058183,            0.002984,             0.97825,             0.92891,             0.95481,             0.77402,            0.016023,           0.0036618,           0.0015773,            0.005743,            0.005743,            0.005743
                  88,            0.020704,           0.0059547,           0.0031268,             0.97726,             0.92966,             0.95704,             0.77573,            0.015972,           0.0036653,           0.0016175,           0.0056935,           0.0056935,           0.0056935
                  89,            0.020825,            0.006046,           0.0032387,             0.97503,             0.92934,             0.95176,             0.77561,            0.015949,           0.0036664,           0.0016334,            0.005644,            0.005644,            0.005644
                  90,            0.020967,           0.0060999,           0.0032594,             0.97602,             0.92873,             0.95123,             0.77773,            0.015937,           0.0036595,           0.0016254,           0.0055945,           0.0055945,           0.0055945
                  91,            0.020647,           0.0059078,           0.0031072,             0.97679,             0.92952,             0.95182,             0.77668,            0.015901,             0.00366,           0.0016234,            0.005545,            0.005545,            0.005545
                  92,            0.020324,           0.0059401,           0.0028493,             0.97387,             0.93065,             0.95183,             0.77495,            0.015824,           0.0036525,           0.0015718,           0.0054955,           0.0054955,           0.0054955
                  93,             0.02043,            0.005781,           0.0029922,             0.97049,             0.93245,             0.95634,             0.78455,             0.01575,           0.0036456,           0.0015266,            0.005446,            0.005446,            0.005446
                  94,            0.020162,            0.005642,           0.0028323,             0.97434,             0.93143,             0.95668,             0.78455,            0.015714,           0.0036413,           0.0015219,           0.0053965,           0.0053965,           0.0053965
                  95,            0.020051,           0.0057443,           0.0027496,             0.97445,              0.9318,             0.95687,             0.78262,            0.015674,           0.0036326,           0.0015271,            0.005347,            0.005347,            0.005347
                  96,            0.020078,           0.0056256,           0.0026379,             0.97348,             0.93201,             0.95689,             0.78216,             0.01564,           0.0036236,           0.0015362,           0.0052975,           0.0052975,           0.0052975
                  97,            0.020041,            0.005789,           0.0028161,             0.97344,             0.93132,             0.95688,             0.78168,              0.0156,            0.003617,           0.0015112,            0.005248,            0.005248,            0.005248
